270.85526389752886,352.528,327.925,379.025,313.572,397.793,282.66,387.857,257.267,365.777,248.435,397.793,231.874,398.897,187.713,398.897,160.113,396.689,133.616,374.609,231.874,380.129,183.297,380.129,149.072,379.025,117.055,355.84,236.29,365.777,224.146,367.985,248.435,370.193,257.267,340.384,249.539,347.008,248.435,354.736,261.683,356.944,274.931
274.02249539225784,243.099,303.665,266.555,283.56,278.841,245.584,260.97,221.011,241.982,214.31,278.841,205.374,278.841,160.697,275.491,131.656,269.906,105.967,255.386,207.608,259.853,157.346,254.269,119.37,252.035,90.3295,237.515,213.193,241.982,189.737,243.099,215.427,246.45,225.479,217.41,226.596,224.111,214.31,229.696,226.596,233.047,242.233
257.2037545682411,258.536,308.621,286.842,293.943,308.858,261.443,305.713,231.04,288.939,218.46,299.423,219.508,314.1,178.621,315.149,149.266,315.149,124.105,280.552,215.314,297.326,172.331,298.375,138.782,298.375,108.379,262.729,219.508,280.552,200.637,283.697,223.702,280.552,238.379,247.004,226.847,264.826,220.556,272.165,238.379,272.165,249.911
258.6890246802133,212.122,290.438,231.102,266.186,246.918,231.39,236.374,200.811,214.231,191.321,238.483,194.484,245.864,152.307,242.701,122.782,239.537,97.4757,214.231,193.43,226.884,147.034,222.666,113.292,221.612,85.8769,199.469,198.702,208.959,175.504,213.176,196.593,213.176,213.464,184.707,210.301,196.305,193.43,202.632,210.301,205.795,222.954
276.90240274327704,385.047,286.44,413.264,277.411,441.481,249.194,438.095,224.363,420.036,210.819,448.253,198.404,458.411,157.771,464.054,128.426,465.183,100.209,429.065,196.146,442.609,146.485,447.124,113.753,449.381,81.0214,408.749,197.275,421.164,187.117,421.164,209.69,418.907,219.848,391.819,205.176,399.72,205.176,405.363,222.106,405.363,233.393
276.30176231975065,380.046,300.091,408.201,286.576,434.105,257.294,427.347,232.517,409.328,222.381,435.231,205.487,444.241,163.817,445.367,134.535,446.493,107.505,413.833,205.487,426.221,155.933,427.347,122.146,429.6,89.4856,394.687,207.74,408.201,196.477,408.201,221.254,405.949,231.391,377.793,220.128,389.056,217.876,394.687,234.769,395.813,247.158
276.73702914138534,312.194,321.771,331.37,300.338,342.65,265.37,331.37,240.554,312.194,232.658,349.418,224.762,350.546,178.514,348.29,151.442,346.034,124.37,330.242,223.634,332.498,177.386,329.114,141.29,329.114,107.45,312.194,228.146,313.322,210.098,316.706,233.786,317.834,247.322,294.146,239.426,297.53,232.658,303.17,249.578,306.554,261.986
246.88447193778714,212.162,273.258,227.257,249.106,235.308,215.898,214.175,185.708,193.042,176.651,240.339,170.613,239.333,128.348,235.308,101.177,234.301,77.0254,220.213,169.607,221.219,125.329,218.2,91.1139,218.2,63.9432,202.099,173.632,196.061,152.499,196.061,177.657,199.08,190.74,179.96,183.695,178.954,169.607,179.96,186.714,184.992,199.797
265.9743854678491,263.728,274.392,282.158,254.878,289.747,226.69,272.401,198.503,252.886,189.83,298.42,181.156,299.504,135.623,298.42,108.519,297.336,82.5002,276.737,177.904,281.074,133.455,279.99,96.594,278.906,65.1541,256.139,178.988,256.139,164.894,257.223,188.745,260.475,198.503,237.708,190.914,238.793,185.493,245.297,198.503,248.55,206.092
266.55392803708594,279.135,271.385,298.692,251.828,312.817,221.406,303.038,196.417,283.481,184.465,320.422,177.946,322.595,132.313,322.595,104.064,321.509,76.9017,298.692,176.86,304.125,129.054,304.125,94.2857,304.125,60.6042,279.135,182.292,284.568,161.649,283.481,187.725,287.827,195.33,261.751,190.984,266.097,182.292,271.53,198.59,274.789,214.887
273.36077647680185,264.721,341.466,291.462,321.41,310.404,286.869,300.376,261.241,282.548,252.327,297.034,241.185,299.262,197.729,298.148,168.759,292.577,142.017,274.749,243.413,281.434,191.044,276.977,157.617,273.635,126.418,256.921,250.099,272.52,234.499,278.091,257.898,273.635,269.041,243.55,261.241,261.378,256.784,265.835,272.383,265.835,282.412
252.12162823724586,275.406,294.404,298.015,277.962,315.486,245.076,308.292,218.357,290.822,209.108,318.569,203.969,326.79,165.946,329.873,138.198,329.873,114.562,298.015,201.914,310.347,159.779,310.347,126.894,314.458,101.202,280.545,202.942,290.822,185.471,289.794,208.08,290.822,220.412,265.13,213.218,273.351,204.997,278.489,224.523,280.545,237.882
283.5802493122537,354.028,292.367,377.146,279.652,395.64,247.287,393.328,225.325,371.366,210.298,404.887,202.207,412.978,160.595,414.134,132.853,414.134,106.267,385.237,201.051,395.64,153.659,395.64,121.294,397.952,87.7729,365.587,205.675,375.99,187.18,380.613,213.766,379.457,219.545,347.092,216.078,358.651,209.142,365.587,224.169,365.587,236.884
271.95400146715986,252.093,307.603,274.263,288.759,287.565,252.178,269.829,226.682,252.093,218.923,288.673,210.055,288.673,165.714,286.456,135.785,280.914,109.18,265.395,211.163,268.72,161.28,266.503,124.7,263.178,94.7698,245.442,217.814,250.984,193.427,252.093,218.923,254.31,230.008,226.597,228.899,233.248,216.706,237.682,230.008,241.008,245.527
278.07446681959135,367.065,330.937,392.001,317.335,409.002,283.332,401.068,260.663,381.799,249.328,415.803,239.127,419.203,196.056,419.203,166.586,418.07,139.383,393.134,237.993,402.202,191.522,401.068,155.251,401.068,125.781,374.999,240.26,384.066,225.525,386.333,251.595,388.6,257.262,356.863,253.862,367.065,247.061,373.865,264.063,373.865,273.131
272.40145453539714,308.551,305.292,327.427,286.417,340.751,250.886,328.537,226.459,309.661,216.466,346.302,212.024,348.523,166.501,345.192,136.522,344.082,109.874,327.427,209.804,330.758,163.17,327.427,127.639,327.427,96.5497,308.551,215.355,310.772,196.48,311.882,223.128,312.992,233.121,290.786,225.348,294.117,217.576,299.668,234.231,300.779,247.555
273.4808376925154,331.204,276.267,357.957,265.119,381.367,232.792,373.563,207.153,350.154,196.006,384.711,184.859,391.399,140.27,391.399,112.401,391.399,84.5331,364.646,179.285,373.563,132.466,373.563,96.7951,373.563,67.8121,344.58,183.744,352.384,170.367,353.498,196.006,354.613,204.924,324.515,194.891,332.318,194.891,339.007,210.498,339.007,220.53
272.07228930745595,407.836,304.578,437.778,296.816,465.503,270.2,464.394,248.02,448.868,233.603,475.484,221.404,487.683,179.263,493.228,151.538,497.664,124.922,456.631,215.859,473.266,168.173,476.593,134.903,483.247,104.96,433.342,215.859,449.977,205.878,447.759,231.385,442.214,241.366,417.816,224.731,425.579,224.731,431.124,241.366,430.015,252.456
247.45714498070163,220.52,275.983,235.65,252.784,244.728,218.49,224.555,189.239,201.356,178.143,249.771,173.1,249.771,131.745,246.745,104.512,244.728,80.3038,231.615,173.1,232.624,129.728,228.59,94.425,228.59,67.1913,211.442,174.109,206.399,154.944,205.39,180.161,209.425,192.265,192.278,183.187,187.235,173.1,190.261,189.239,194.295,202.351
257.00854728977396,313.772,274.737,330.534,260.071,351.485,227.596,339.962,194.073,323.2,181.502,365.104,197.216,372.437,158.455,378.723,135.408,379.77,116.551,353.581,195.12,359.866,152.169,363.009,128.075,367.199,105.028,336.819,195.12,330.534,168.931,326.343,188.835,325.296,202.454,317.962,201.406,312.724,180.454,311.677,194.073,311.677,206.644
273.48109157673036,384.542,311.405,412.41,298.028,438.049,266.815,430.246,243.406,412.41,232.259,439.164,216.652,446.967,175.407,448.082,145.31,446.967,118.556,419.099,216.652,429.131,167.604,430.246,133.048,430.246,100.72,399.034,219.997,411.296,206.62,411.296,232.259,409.066,242.291,382.313,231.144,393.46,231.144,396.804,247.865,397.919,257.897
268.44114331637024,243.18,376.037,260.687,350.871,277.1,315.857,267.252,284.125,245.369,274.278,269.441,276.466,271.629,235.981,268.347,210.815,265.064,184.554,248.651,276.466,253.028,229.416,249.745,199.873,245.369,172.518,233.333,283.031,235.521,261.147,243.18,279.749,243.18,296.161,216.92,295.067,225.673,278.654,234.427,292.879,239.898,307.103
